#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2025-03-07-06-43-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	cc	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	tls	fuids
#types	time	string	addr	port	addr	port	count	string	string	set[string]	string	string	set[string]	set[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	bool	vector[string]
1421927439.282477	C7tPkF2nMawWA4I6l6	175.45.176.1	24289	149.171.126.19	25	1	ALKnDdQcD	cfbKreD0EVW7@ALKnDdQcD.com	UTOAk130wFN8uY4TW@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.com	Wed, 21 Jan 2015 09:54:13 +1100	O0m@ALKnDdQcD.com	ndsTTwiyu5lauqfMHR@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.edu	-	-	<RXJOhJWrPjiR4jkZiv0az>	-	2aOcWL0o9	-	-	-	250 2.6.0 <MAILJTdc23NhPZsvWnJqq5KNhHeV@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH> Queued mail for delivery	149.171.126.19,175.45.176.1	-	F	FHNpY31vYB0m0hzBx2,FhlZqu3YmBwoSzzqci
1421927458.954557	CpWJQg3aByrFXwUjwi	59.166.0.4	60730	149.171.126.2	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FUD5f11vXUxb09joub,FfODyP121C8EMIfMx
1421927455.961519	CKgg8r1HMDQIzzqwbb	59.166.0.3	12034	149.171.126.3	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FNnQZf4VyViULLrNDc,Fru4Nf3EDpNLf3FYBc
1421927459.525544	Cilrhv3e1bjWuKDQf4	59.166.0.4	23121	149.171.126.4	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FrUgaB1U42m5FNIGZ8,FL0gIb3m0trN8u1sb1
1421927460.271488	CLy6R11Mjx4FujX0Af	59.166.0.3	31464	149.171.126.3	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FAazoM1T4lECLKur0k,FnQNZyCdpGwA8dkt2
1421927461.954642	CrBPOBAifMfEIpLL7	59.166.0.2	33704	149.171.126.2	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FZIT67333A2Mdduayb,FoTsyZ2nDkGPIlDEM7
1421927462.162576	CrFfQp1Q8o9uXHRH71	59.166.0.8	3309	149.171.126.5	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FKnkaU1srfr13cxzB6,FX42Wf3awutIbv5d6
1421927463.525215	CuwfDw7alOYQf8QXh	59.166.0.6	32697	149.171.126.8	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FNFlZz4fwCEqORAoT3,Fw6JAh2SUllBhFe4Ve
1421927464.024906	Csw9Fz2VaU19jKgd19	59.166.0.8	6835	149.171.126.8	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FHOjLa3MHiqPRf2sD2,FL8JOBSEIDJFqmoic
1421927466.324923	CSPY314uW0gZy5OI49	59.166.0.4	37399	149.171.126.0	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FZ04jk3HHxUB9IP1s2,FWGMiB4AIUmPS6VPQ6
1421927467.425041	CaLUUs4hlvmh2yGGU5	59.166.0.7	46321	149.171.126.2	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	F8AAuE1FgKgUjmd8Ck,FtlUXe210ULXQb5IM1
1421927467.625024	CWG18g1H3XgWqeKcEe	59.166.0.9	43562	149.171.126.0	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FIhDAu35TGX8Aas2F2,FpPeVo3D5U4Z0kbgs3
1421927468.132909	Cp3MOB1HwTIPsos3xl	59.166.0.7	12883	149.171.126.8	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	Fv0bWoeuhc7yaqqxc,FNH4LW3ygWxnHerlQ9
1421927468.929720	CWyLf61j8HIMoUI9P	59.166.0.3	27797	149.171.126.8	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FEly7wGt6GTo7PqKb,FPp8EN2NcdQQO8AbQ1
1421927468.640687	Ctc8xv11QAfYniP7ab	59.166.0.3	59335	149.171.126.4	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	Fxp6J24JyVOqvhvp1c,Fr1PwL372y73r2lNVk
1421927470.125727	CSwqEy1PhvwuOGxei6	59.166.0.8	58411	149.171.126.2	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FaLC3U1ZfSrMkmyAil,FfwX663NNaauOvj0S6
1421927471.325033	CN9eEw2c7g73xd742	59.166.0.5	45179	149.171.126.7	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FjENFih9OTkZF3D97,F75I0x4MYTeQmS0Leg
1421927472.625077	C3zf6C1LT9EO2KwyIj	59.166.0.1	29388	149.171.126.0	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FY1ac02MtFjCpdFep4,FaYbsx29Oei5kViTSj
1421927473.225009	CPs7W43fGrb2fvDO89	59.166.0.0	8127	149.171.126.7	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FnSWfY2XWTgvtSFmF7,FB44KIP3q8NwIKqOg
1421927473.571813	CPin6r4cZVDmheyqBa	59.166.0.6	37912	149.171.126.3	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	F3vF5m4rv6Mfstluve,FrI6kx3eyxwq3qNa33
1421927473.759781	CZmjsl2VYaD4gzbYUa	59.166.0.4	15239	149.171.126.7	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	F8r2Og40puOKhF2UU4,Fbg8dD2C8Qn07pigag
1421927474.924918	CbAbol3LWj4tUiyS5k	59.166.0.7	43649	149.171.126.1	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FzWNnL2GjADHq7oK3,FoXyps4jBM1YCXZEye
1421927475.524852	C5U7JT2gl10ljlelxk	59.166.0.7	16805	149.171.126.9	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	Fn008e3odbSEzDqlF5,Fn1mso4S1LUmg0mri2
1421927475.925034	Cqv9aA4wnm5MhLo4r1	59.166.0.4	24562	149.171.126.1	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	Fa14pj4BTwRwg7GSw6,FWB42mhnw4gJ3uFPh
1421927476.525604	Clr7w33XuGVLTT6Dv9	59.166.0.2	1871	149.171.126.4	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FVbNFo3LCOlAZ0kKP9,FUKztT3f2PSpFvh0Qa
1421927476.843734	CWMwIV3bgGBUTr0bM7	59.166.0.2	3343	149.171.126.1	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FS6Pow4i7zjz78haT4,FLHk3m4STcW5m9LF4k
1421927477.363826	CggtLT1VW8PNDeFBk7	59.166.0.8	36938	149.171.126.6	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	Frgkoi1xY0gCl3rwYg,FPRa1eiBHIt7986sa
1421927477.581832	Ch0ZIr3uKuU8qlMpkj	59.166.0.5	17134	149.171.126.2	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FLRPzs3NFflXrXnrq8,FAO3Av2J463aVOTqZj
1421927478.245869	CSInlr4jiVogrRI8c4	59.166.0.8	49407	149.171.126.3	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	F1P4ZW17fsMuIrW5ii,FWkXaC3mvjRk8rPx63
1421927479.524772	CpR3w41aqjOUNVCWki	175.45.176.3	40982	149.171.126.12	25	1	CWLTCRNLnBVwHDfrWpjXaCLvA	broPSav9wDcOAnPfzo08tpu@CWLTCRNLnBVwHDfrWpjXaCLvA.us	NwnzK10OWlTAZz61YM6bSh84tP@vNvvBZgmqyhVuDzeEaiADRHRWG.edu	Wed, 21 Jan 2015 09:54:53 +1100	eYvi@CWLTCRNLnBVwHDfrWpjXaCLvA.net	MoDT4JRBCya9R6am3@vNvvBZgmqyhVuDzeEaiADRHRWG.us	-	-	<mxNr7ctbHOVega4bvtOg74EbRUR>	-	mu98TLOe9OcHny27X1NrVEXvV6onY2ksEN8y6RB6p	-	-	-	250 2.6.0 <MAILt0Zc4X0RUG4A10qhPbCrjCcU@vNvvBZgmqyhVuDzeEaiADRHRWG> Queued mail for delivery	149.171.126.12,175.45.176.3	-	F	FQ5BSe1bHOYSxxGML9,FXkZff1npV7iD0weAa
1421927480.425145	Cny1bd2ZUJ6vchx6pa	59.166.0.6	6490	149.171.126.2	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FjKn3r2aLnl5q2uRtj,Ft4doY2sjLkYx9rmRc
1421927480.525439	CpTzyUwhVzMfHDKE7	59.166.0.2	44647	149.171.126.0	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FFn9KC4LBmAu210Ivj,FrtleM1FPvV7kDuwsf
1421927480.725222	CfVzOv2oQLe0BJjLb1	59.166.0.9	11302	149.171.126.9	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FYFr281Cy6LrlZpm97,FmAvhb2aNPWf4bZYU8
1421927482.726111	CwzuKh2iGivCtTGlW3	59.166.0.3	37276	149.171.126.0	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	Fpn8Vm3gpPWKHwthkd,FKjh152ltrHmSGlnw8
1421927485.025382	CP5LCp40JP2dGzjYbc	59.166.0.2	21662	149.171.126.4	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	F0b1FR2shygHtcs2s8,FCdWdd3WaX2jRkZOwk
1421927485.225128	CFR0aJ2WeyU9bWL10c	59.166.0.8	56063	149.171.126.6	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	F3Wpjn3CPD6CeGj8ia,FPOlti1WstYyiNZzN3
1421927486.125230	CRNdVU1ubuCE8p0e62	59.166.0.6	37173	149.171.126.9	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FGTWqs3xVDbyRr2Mu2,FuwT2u2Hg05YH5nd0f
1421927486.625233	Cb36PH1wfIUGSsrDDc	59.166.0.8	62897	149.171.126.4	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	Fx1nf94M1pc2AanFld,FNVnzB1Eqk6vDtnb38
1421927487.428022	CwuGIq3pGlPHEUKRna	59.166.0.8	54067	149.171.126.5	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FRo0R4bvmr1mCp9Hi,F4W2BSupPsOxnEsr2
1421927488.566126	CJ45rp2Tyx0eKHgFf5	175.45.176.1	56648	149.171.126.19	25	1	jLTfsQPxpGnXnjlU	lpbCnW32AAxgh7rUFyNizDB9KU8Yj@jLTfsQPxpGnXnjlU.gov	ZLVJr2TamNdZJ7AkCvwFce@QYWVRZazFMRG.us	Wed, 21 Jan 2015 09:55:02 +1100	yJrtZamcwC8Aq0Lvh2m62LVAClTlH@jLTfsQPxpGnXnjlU.net	oh4GEj3JHPjCkDMWj6@QYWVRZazFMRG.edu	-	-	<jEPw8vlyH7HSOkVUvotNXpOTQWlm3AnoezAxwhc8xBzf5HL>	-	5UNFYmxdHhvh4CPaQ79	-	-	-	250 2.6.0 <MAILQPi5zLSth8DlGZfUS9ixGLD3@QYWVRZazFMRG> Queued mail for delivery	149.171.126.19,175.45.176.1	-	F	FuJ4EE38Rydgqw0Uel,FpZt1p1JDIUDB4j75
1421927489.525360	Ci3Wsg38H0KYg9sRSf	59.166.0.5	42814	149.171.126.6	25	1	client-3ba60008.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:48:35 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Wed Mar 26 08:57:22 +1100 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FlqIJL1iQgLWQcu505,Fa1P2R3KJLP5EsPno4
1421927489.625358	CD71VihDxN8ObBQkk	59.166.0.5	42760	149.171.126.1	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FTa57w3vKlgS0EUIf1,FMPeyriJAMDPKpfDd
1421927490.425491	Cjbia54rSSDnHbUoh3	59.166.0.1	22082	149.171.126.0	25	1	client-3ba60004.example.int	sender@example.com	recipient@example.com	Wed Jan 21 00:08:14 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Thu Jul 31 14:28:19 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FWyd1D4ZMHUUtXhYie,FZBfmh11VmHBFx7eWh
