#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	analyzer
#open	2025-03-08-02-06-27
#fields	ts	cause	analyzer_kind	analyzer_name	uid	fuid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	failure_reason	failure_data
#types	time	string	string	string	string	string	addr	port	addr	port	string	string
1424244396.672634	violation	packet	GTPV1	Cua0YwNrJiTleU9ai	-	59.166.0.4	9377	149.171.126.2	2123	Binpac exception: binpac exception: out_of_bound: GTPv1_Ext_Header:contents: -1 > 76	-
1424245629.210981	violation	protocol	SMB	CygSeV1v23DaSmufL9	-	175.45.176.0	61714	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 8246	-
1424245630.191816	violation	protocol	SIP	CApmsy3WPkqK9hZOg6	-	175.45.176.0	5060	149.171.126.15	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:45: \x0aexpected pattern: "SIP/"\x0aactual data: "pcmu/8000"	-
1424245630.191819	violation	protocol	SIP	CApmsy3WPkqK9hZOg6	-	175.45.176.0	5060	149.171.126.15	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:45: \x0aexpected pattern: "SIP/"\x0aactual data: "pcmu/8000"	-
1424245642.610560	violation	protocol	SMB	C9mvEwIy2d5EJAPdj	-	175.45.176.0	26986	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 133	-
1424245649.893540	violation	protocol	SSH	CFx13fVJGbv2PjHgh	-	59.166.0.9	19320	149.171.126.8	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245649.943549	violation	protocol	SMB	CdTNhkq2m34YCSvEi	-	175.45.176.0	31700	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 132	-
1424245657.295160	violation	protocol	IMAP	CDSRoX1bjjQieogLg3	-	175.45.176.3	60088	149.171.126.12	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0agOjIwSc1sJgZL77ZCjL8WsQBknE8oituagk7cs5avKVt4vPmGQijHD0pWp2A9XcXxRcHQxzjcZc5iFQU6fR\x0d\x0a--_758418132857136579845740\x0d\x0aContent-Type: application/pdf; name=lzKAQm.pdf\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="lzKAQm.pdf"\x0d\x0a\x0d\x0aJVBERi0xLjcNCiX7psPQ/PifDQoyIDAgb2JqDQo8PA0KL1R5cGUgL0NhdGFs\x0ab2cNCi9QYWdlcyAzIDAgUg0KL09wZW5BY3Rpb24gNSAwIFINCj4+DQplbmRv\x0aYmoNCjUgMCBvYmoNCjw8DQovVHlwZSAvQWN0aW9uDQovUyAvTGF1bmNoDQov\x0aV2luIDw8DQovRiAoQzovYzpcd2luZG93c1xub3RlcGFkLmV4ZSkNCj4+DQo+\x0aPg0KZW5kb2JqDQoxIDAgb2JqDQo8PA0KL1R5cGUgL091dGxpbmVzDQovQ291\x0abnQgMA0KPj4NCmVuZG9iag0KNCAwIG9iag0KPDwNCi9UeXBlIC9QYWdlDQov\x0aUGFyZW50IDMgMCBSDQo+Pg0KZW5kb2JqDQozIDAgb2JqDQo8PA0KL1R5cGUg\x0aL1BhZ2VzDQovS2lkcyBbNCAwIFJdDQovQ291bnQgMQ0KPj4NCmVuZG9iag0K\x0aeHJlZg0KMCA2DQowMDAwMDAwMDAwIDY1NTM1IGYgDQowMDAwMDAwMTkxIDAw\x0aMDAwIG4NCjAwMDAwMDAwMjAgMDAwMD	-
1424245672.475810	violation	protocol	IMAP	CDzi7S3wyigOH9IJEi	-	175.45.176.2	46504	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aYRZBqqZ6fZ1CD8zpCNNLspCXLKM0BSEVQdm14N3m1lX\x0d\x0a--_407690693130761011056684\x0d\x0aContent-Type: application/octet-stream; name=dwi16.pDF\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="dwi16.pDF"\x0d\x0a\x0d\x0a%PDF-1.7=0D\x0a%=E3=FB=A6=FE=80=F8=D5=0D\x0a2 0 obj=0D\x0a<<=0D\x0a/Type /Catalog=0D\x0a/Pages 3 0 R=0D\x0a/OpenAction 6 0 R=0D\x0a>>=0D\x0aendobj=0D\x0a4 0 obj=0D\x0a<<=0D\x0a/Type /Page=0D\x0a/Parent 3 0 R=0D\x0a/Annots [5 0 R]=0D\x0a>>=0D\x0aendobj=0D\x0a6 0 obj=0D\x0a<<=0D\x0a/Type /Action=0D\x0a/S /JavaScript=0D\x0a/JS 7 0 R=0D\x0a>>=0D\x0aendobj=0D\x0a5 0 obj=0D\x0a<<=0D\x0a/Type /Annot=0D\x0a/Rect [79 56 148 151]=0D\x0a/SubType /Text=0D\x0a/Content EMERKXALGMQZZHTVZBZVKGQFNGXQZDJTKZEPJFECOMILVCQUKQFHSJIZKJZOQBCI=\x0aZYLULMPFFDIMDSGIVVJQGDZQCXATLTYKWWKGEAQMMJNTMUXKTBTNXXKLYWPJPTTLJKITPLZEE=\x0aCRCMPEZXVYKQKAJDTRGXKFRZNTOBXSXFJVQXHWOCYYJHHJIGFZKNWONJKNFJJOJDMQKOFVUNR=\x0aFXERIOJCQL	-
1424245708.608139	violation	protocol	IMAP	CCz7FkdzGSjXRfxsb	-	175.45.176.2	5124	149.171.126.11	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aod3VD6w6o56hicl2dpvRgdVHC\x0d\x0a--_305898181550104466718886\x0d\x0aContent-Type: application/octet-stream; name=kurfhvWGhM5n.bMP\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="kurfhvWGhM5n.bMP"\x0d\x0a\x0d\x0aQk0AAAAAAAAAAAAAAAAoAAAAJ9LDFwEAAAABABgAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAADkLOe+uuMrvhRm5DFYFgmFjh0DyXIgyo9OL6oNmlAPNyqHk5\x0aCLvsrM3Ai9aR9fo6Njqt1XUhrD2kFknukO64WLfHLXIaY/wkpXaUulkeNzN5\x0afwYODq+pHxIXlSGsTuyrd/iEHS6kiVhyWtGSvVSCIQvISixRwsFZddb92279\x0axNRWaQFgcEdnMwA3MOinP1c6ct0CbTK/qfsElsTLA0L8btHg1SD0yYxgEb+g\x0av1XICiqoA1FYUcrDZq7Jx44PNyOPZeSgaCqlI1tCkNZHv3iSyQxRcRBwGayt\x0aKHBY7838QH7FMQ+cGtoDmkFr4RFQGh0ppNbxHLi/LhNTU9DFE7pBg81UQZNS\x0agXsdJb7nRJy01/Fc0jYFEAF2dM7lJoA7bH2eebPFrwu7H1/JzRTovMs8O72h\x0a2byGXA6UALihLL+Yv+nLPgJ2lDLaQqhiSO5vy97fwPNJNPn00WrDeZwgnvRZ\x0a5ylDSNa6EjxFh/RUMW2ok4sQaab+XBqbfbDXQ+IYlABBSTZ2qmDegxsOaEZl\x0agXi+E3	-
1424245729.273430	violation	protocol	SSH	CC4nzd3T1p5kOKGM	-	175.45.176.1	7749	149.171.126.11	22	Binpac exception: binpac exception: invalid index for case: SSH_Key_Exchange: 3	-
1424245729.273446	violation	protocol	SSH	CC4nzd3T1p5kOKGM	-	175.45.176.1	7749	149.171.126.11	22	Binpac exception: binpac exception: invalid index for case: SSH_Key_Exchange: 3	-
1424245729.274296	violation	protocol	SSH	CC4nzd3T1p5kOKGM	-	175.45.176.1	7749	149.171.126.11	22	Binpac exception: binpac exception: invalid index for case: SSH_Key_Exchange: 3	-
1424245729.274360	violation	protocol	SSH	CC4nzd3T1p5kOKGM	-	175.45.176.1	7749	149.171.126.11	22	Binpac exception: binpac exception: invalid index for case: SSH_Key_Exchange: 3	-
1424245729.274883	violation	protocol	SSH	CC4nzd3T1p5kOKGM	-	175.45.176.1	7749	149.171.126.11	22	Binpac exception: binpac exception: invalid index for case: SSH_Key_Exchange: 3	-
1424245729.275009	violation	protocol	SSH	CC4nzd3T1p5kOKGM	-	175.45.176.1	7749	149.171.126.11	22	Binpac exception: binpac exception: invalid index for case: SSH_Key_Exchange: 3	-
1424245740.756979	violation	protocol	HTTP	C0iu9C1jGjOVmAiyJa	-	175.45.176.0	2055	149.171.126.15	80	not a http request line	-
1424245741.441909	violation	protocol	HTTP	CF9q6NnShcfeib0sj	-	175.45.176.0	55640	149.171.126.15	80	not a http request line	-
1424245745.969722	violation	protocol	HTTP	CeFl7D2J0A4cRCkE4j	-	175.45.176.0	65481	149.171.126.15	80	not a http request line	-
1424245746.833260	violation	protocol	HTTP	CLmdi04mPLtqBHVHE8	-	175.45.176.0	64121	149.171.126.15	80	not a http request line	-
1424245752.644315	violation	protocol	HTTP	CwwmReMPwcLes7TKk	-	175.45.176.0	56214	149.171.126.15	80	not a http request line	-
1424245753.597286	violation	protocol	HTTP	CqHceM3OKN6wkToox	-	175.45.176.0	65529	149.171.126.15	80	not a http request line	-
1424245753.838083	violation	protocol	IMAP	CZZStC2JRIkPQzJBC2	-	175.45.176.2	8945	149.171.126.13	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aIyWoJbHTS0hyeX6VkWKu\x0d\x0a--_340080536348003245717331\x0d\x0aContent-Type: application/postscript; name=pvb1qo7ERyX9Ym0.ePs\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="pvb1qo7ERyX9Ym0.ePs"\x0d\x0a\x0d\x0a=C5=D0=D3=C6 =00=00=00=05=C8=04=00=00=00=00=00=00=00=00=00%=C8=04=00=B5I=01=\x0a=00=FF=FF=00=00%!PS-Adobe-3.1 EPSF-3.0=0D\x0a%ADO_DSC_Encoding: Windows Roman=0D\x0a%PHiRbszeBPFgtGvVivEdLoSqGZTqFdocvrtRUclcgAkaJZNSdzeTZuDZibwUcAGzEWHfYVjA=\x0afteWDOtwlMozPbTISIGKMyOUcFPqfmGPaZdekgUMWOWdMsDjyoHckqKVoWDSCPJcWVwuxrFUX=\x0azgXiGVMzUHachUstzMHWKfMJftDRGmxCfKNLyOtRVxXnoEQuYJdKljMkkbekQqGGMsWvouYzo=\x0aikmHeBCDXHvVCWQGwgWlPTXhiXtEFalcltZNbqeSYNsiMZfaSdYNSoMzJAWfMaCCjVlFexxuN=\x0anIcEQrzHtJiMElBmQdkwCONaVYCGionOnFUWvofknoGwEgjbfHdEwSLfCwWWHLWHuBCDfIRyA=\x0alUvOzubZlMJXxNQovJQPJrPnmWKPAIWFMAINHhsSXWuZqzNxVyuBpqBxQGBXAzqWCxhwrIdYI=\x0ahT	-
1424245759.499614	violation	protocol	HTTP	C5b0nD2xOmfylIBpth	-	175.45.176.0	1642	149.171.126.15	80	not a http request line	-
1424245760.373639	violation	protocol	HTTP	CpAt8r1ssjQVhejqc7	-	175.45.176.0	60803	149.171.126.15	80	not a http request line	-
1424245764.464505	violation	protocol	IMAP	CjBZop26NADT5S7jae	-	175.45.176.2	53444	149.171.126.16	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aSPFNnrNXlJLuQlUb9mOHk0gUI6IS7KJU0vWSr1pVXGugx\x0d\x0a--_272097546645084365644308\x0d\x0aContent-Type: application/octet-stream; name=ASC7lVG8.PDF\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="ASC7lVG8.PDF"\x0d\x0a\x0d\x0aJVBERi0xLjYKJeLjz9MKMSAwIG9iaiAKPDwKL1N1YnR5cGUgL1hNTAovTGVu\x0aZ3RoIDM0OTgKL1R5cGUgL01ldGFkYXRhCj4+CnN0cmVhbQo8P3hwYWNrZXQg\x0aYmVnaW49Iu+7vyIgaWQ9Ilc1TTBNcENlaGlIenJlU3pOVGN6a2M5ZCI/Pgo8\x0aeDp4bXBtZXRhIHhtbG5zOng9ImFkb2JlOm5zOm1ldGEvIiB4OnhtcHRrPSJB\x0aZG9iZSBYTVAgQ29yZSA0LjIuMS1jMDQxIDUyLjM0Mjk5NiwgMjAwOC8wNS8w\x0aNy0yMDo0ODowMCAgICAgICAgIj4KICAgPHJkZjpSREYgeG1sbnM6cmRmPSJo\x0adHRwOi8vd3d3LnczLm9yZy8xOTk5LzAyLzIyLXJkZi1zeW50YXgtbnMjIj4K\x0aICAgICAgPHJkZjpEZXNjcmlwdGlvbiByZGY6YWJvdXQ9IiIKICAgICAgICAg\x0aICAgeG1sbnM6eG1wPSJodHRwOi8vbnMuYWRvYmUuY29tL3hhcC8xLjAvIj4K\x0aICAgICAgICAgPHhtcDpNb2RpZnlEYXRlPjIwMTAtMDgtMDZUMTk6NDA	-
1424245766.935448	violation	protocol	HTTP	Cly1mfEGdCdT4kaAg	-	175.45.176.0	22597	149.171.126.15	80	not a http request line	-
1424245768.192875	violation	protocol	HTTP	Cl5q6aIzufWEnMUXc	-	175.45.176.0	55412	149.171.126.15	80	not a http request line	-
1424245775.159537	violation	protocol	HTTP	CZi0jg3g0cnWji96Xd	-	175.45.176.0	65137	149.171.126.15	80	not a http request line	-
1424245776.349527	violation	protocol	HTTP	ChqnuWwTxpDWBnr24	-	175.45.176.0	65460	149.171.126.15	80	not a http request line	-
1424245783.954853	violation	protocol	HTTP	Csy8Vm1KshPS80X2a3	-	175.45.176.0	55024	149.171.126.15	80	not a http request line	-
1424245785.263421	violation	protocol	HTTP	CBtbyp38qbXgYAik41	-	175.45.176.0	63703	149.171.126.15	80	not a http request line	-
1424245791.034562	violation	protocol	IMAP	CEUtRz2CXGGYWI9BIa	-	175.45.176.2	60254	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aUgnJayxATOAwnQjfPlDk0lmJlwP7O08PUHnIfeaiSLMgvooyUEV422cWIOi9kqPVBwxwuNGGaCs0M266sfon0Bdc3Ae8K3kj2rXcIBInDBth59VM\x0d\x0a--_895409920196284935580005\x0d\x0aContent-Type: application/vnd.ms-excel; name=abrhLGcUP4AG.XlS\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="abrhLGcUP4AG.XlS"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=05=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00=04=00=00=00=03=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00}=00=00=00=F5=00=00=00q=01=00=00=F6=01=00=00=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=F	-
1424245792.835240	violation	protocol	HTTP	CfQxCHar8d3qwopY2	-	175.45.176.0	65477	149.171.126.15	80	not a http request line	-
1424245793.296741	violation	protocol	MQTT	C7PJvc1l2qJ8BNrUAe	-	59.166.0.4	49309	149.171.126.8	1883	Binpac exception: binpac exception: out_of_bound: MQTT_subscribe:msg_id: 2 > 0	-
1424245793.297665	violation	protocol	MQTT	C7PJvc1l2qJ8BNrUAe	-	59.166.0.4	49309	149.171.126.8	1883	Binpac exception: binpac exception: out_of_bound: MQTT_subscribe:msg_id: 2 > 0	-
1424245793.297812	violation	protocol	MQTT	C7PJvc1l2qJ8BNrUAe	-	59.166.0.4	49309	149.171.126.8	1883	Binpac exception: binpac exception: out_of_bound: MQTT_subscribe:msg_id: 2 > 0	-
1424245793.298116	violation	protocol	MQTT	C7PJvc1l2qJ8BNrUAe	-	59.166.0.4	49309	149.171.126.8	1883	Binpac exception: binpac exception: out_of_bound: MQTT_subscribe:msg_id: 2 > 0	-
1424245793.298236	violation	protocol	MQTT	C7PJvc1l2qJ8BNrUAe	-	59.166.0.4	49309	149.171.126.8	1883	Binpac exception: binpac exception: out_of_bound: MQTT_subscribe:msg_id: 2 > 0	-
1424245793.298555	violation	protocol	MQTT	C7PJvc1l2qJ8BNrUAe	-	59.166.0.4	49309	149.171.126.8	1883	Binpac exception: binpac exception: out_of_bound: MQTT_subscribe:msg_id: 2 > 0	-
1424245794.482627	violation	protocol	HTTP	CzYXVy7kSWJfDpRWd	-	175.45.176.0	56297	149.171.126.15	80	not a http request line	-
1424245795.387133	violation	protocol	SIP	C6WGy54lluqNvWgTkc	-	175.45.176.2	27160	149.171.126.10	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:23: \x0aexpected pattern: "[a-zA-Z0-9_.!%*+`'~-]+"\x0aactual data: ""	-
1424245795.387143	violation	protocol	SIP	C6WGy54lluqNvWgTkc	-	175.45.176.2	27160	149.171.126.10	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:23: \x0aexpected pattern: "[a-zA-Z0-9_.!%*+`'~-]+"\x0aactual data: ""	-
1424245795.647559	violation	protocol	HTTP	CH8Rjl2lVCi0N5YNm	-	175.45.176.0	62990	149.171.126.15	80	not a http request line	-
1424245796.962981	violation	protocol	HTTP	Cie5BP3l98GuN348kf	-	175.45.176.0	65206	149.171.126.15	80	not a http request line	-
1424245798.243077	violation	protocol	HTTP	CRAwSf2SN4tTii9x62	-	175.45.176.0	1588	149.171.126.15	80	not a http request line	-
1424245799.496457	violation	protocol	HTTP	CxEqry21dIkDWgbRJ5	-	175.45.176.0	58789	149.171.126.15	80	not a http request line	-
1424245800.619782	violation	protocol	HTTP	CdQfdO2NqMmfCC2lSb	-	175.45.176.0	62048	149.171.126.15	80	not a http request line	-
1424245802.042671	violation	protocol	HTTP	CH0qYd1lGdHlDy1WMa	-	175.45.176.0	44298	149.171.126.15	80	not a http request line	-
1424245802.988661	violation	protocol	HTTP	C7SpYk2bIMaFOEKtYe	-	175.45.176.0	65467	149.171.126.15	80	not a http request line	-
1424245803.912601	violation	protocol	HTTP	C3Ey3a3pUmR66SpF05	-	175.45.176.0	64084	149.171.126.15	80	not a http request line	-
1424245805.185624	violation	protocol	HTTP	C2R5JM1adbGG01aya	-	175.45.176.0	65217	149.171.126.15	80	not a http request line	-
1424245805.824783	violation	protocol	IMAP	C7JRZb1wwXYhYlE7p9	-	175.45.176.1	43536	149.171.126.10	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0acHYBM5YDsz8Q7E49pDq02G7MK3JOnCAryyVwtpTg4OXohDjLZATiu4EzYGuRvvEXs4uBlhKUKhkxOfefzIHpMINXmle9Fo37pu8Ehqq7jcoZ9\x0d\x0a--_136305625194531674594261\x0d\x0aContent-Type: application/octet-stream; name=GAAY10R79drH.WMA\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="GAAY10R79drH.WMA"\x0d\x0a\x0d\x0a0&=B2u=8Ef=CF=11=A6=D9=00=AA=00b=CEl=81=13=00=00=00=00=00=00=07=00=00=00=01=\x0a=023&=B2u=8Ef=CF=11=A6=D9=00=AA=00b=CEl,=00=00=00=00=00=00=00=02=00=02=00=\x0a=02=00=02=00=02=00=00=00=00=00=00=00=00=00=00=00=A1=DC=AB=8CG=A9=CF=11=8E=\x0a=E4=00=C0=0C Seh=00=00=00=00=00=00=00=D9=EF=FB=A9=B6=0F&N=B9=A9M'=CB=90:=A0=\x0a=12=18=00=00=00=00=00=00=C0=BEA=18=FF=CB=C8=01=01=00=00=00=00=00=00=00=A0=\x0a{=E2=01=00=00=00=00@=87B=00=00=00=00=00-=0C=00=00=00=00=00=00=02=00=00=00=\x0a_=04=00=00_=04=00=000P=00=00=B5=03=BF_.=A9=CF=11=8E=E3=00=C0=0C Se=D	-
1424245806.513358	violation	protocol	HTTP	CsGoE53mVNKIM2Kgkc	-	175.45.176.0	65533	149.171.126.15	80	not a http request line	-
1424245807.875104	violation	protocol	HTTP	C0lE2w4CyYxvs1eMb	-	175.45.176.0	55680	149.171.126.15	80	not a http request line	-
1424245809.244706	violation	protocol	HTTP	CCxvJI3CugdaSBx3Sb	-	175.45.176.0	55561	149.171.126.15	80	not a http request line	-
1424245810.678645	violation	protocol	HTTP	CUMjC346n3WJsyuc2g	-	175.45.176.0	65178	149.171.126.15	80	not a http request line	-
1424245812.200541	violation	protocol	HTTP	C4zxdD4wmTJ5sJ3hC9	-	175.45.176.0	57458	149.171.126.15	80	not a http request line	-
1424245813.159049	violation	protocol	HTTP	CC8nAf4MRQfbSH5Gu	-	175.45.176.0	22126	149.171.126.15	80	not a http request line	-
1424245814.132756	violation	protocol	HTTP	CY8Fzc445eqPbErCj5	-	175.45.176.0	55865	149.171.126.15	80	not a http request line	-
1424245814.275304	violation	protocol	IMAP	CySjFp1yT2e1wyJBPe	-	175.45.176.3	7809	149.171.126.15	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0apUqinUDSKYZJjpg8mFCfp9GOobkUUN3J96DCOpNA0ySWTBmaOc5uVur3YXY0VhL\x0d\x0a--_631793524460550630377359\x0d\x0aContent-Type: application/octet-stream; name=2sxCU.rTF\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="2sxCU.rTF"\x0d\x0a\x0d\x0ae1xydGYxIHtcZHBjYWxsb3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxs\x0ab3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxk\x0acGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxs\x0ab3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxk\x0acGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxs\x0ab3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxk\x0acGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxs\x0ab3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxk\x0acGNhbGxvdXRcZHBjYWxsb3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxs\x0ab3V0XGRwY2FsbG91dFxkcGNhbGxvdXRcZHBjYWxsb3V	-
1424245815.504544	violation	protocol	HTTP	CFj9lb4CXlrVcrpChc	-	175.45.176.0	63794	149.171.126.15	80	not a http request line	-
1424245816.401038	violation	protocol	HTTP	CIbN3V3NN5zG4AbZB7	-	175.45.176.0	55409	149.171.126.15	80	not a http request line	-
1424245817.374360	violation	protocol	HTTP	Ck2TVl4VVWAXu1nsbc	-	175.45.176.0	65438	149.171.126.15	80	not a http request line	-
1424245818.704029	violation	protocol	HTTP	Cw3wnH3yBnDw7S0MF	-	175.45.176.0	56239	149.171.126.15	80	not a http request line	-
1424245820.484272	violation	protocol	HTTP	CdlpXG1DYDDdmnT9r5	-	175.45.176.0	55704	149.171.126.15	80	not a http request line	-
1424245821.632126	violation	protocol	HTTP	CNa7yP1TnDB0HXg5L8	-	175.45.176.0	65164	149.171.126.15	80	not a http request line	-
1424245822.638233	violation	protocol	HTTP	C4QlVs4BYr5j1IL2Ei	-	175.45.176.0	49319	149.171.126.15	80	not a http request line	-
1424245823.650293	violation	protocol	HTTP	CQmxLU17uF2esvtWf3	-	175.45.176.0	65379	149.171.126.15	80	not a http request line	-
1424245824.015397	violation	protocol	HTTP	ChMbAp2ns8yfCfwsm	-	175.45.176.0	55670	149.171.126.15	80	not a http request line	-
1424245825.620237	violation	protocol	HTTP	CI8Avk3QOo7D0Mj39g	-	175.45.176.0	65528	149.171.126.15	80	not a http request line	-
1424245826.396661	violation	protocol	HTTP	CrL6ga1xBdNTGvBa25	-	175.45.176.0	65457	149.171.126.15	80	not a http request line	-
1424245827.320296	violation	protocol	HTTP	CkNKqNMeMekHytSZ9	-	175.45.176.0	61454	149.171.126.15	80	not a http request line	-
